order_id,customer_id,order_date,status
1247,154,2023-04-04,Cancelled
1248,102,2024-12-19,Pending
1249,69,2024-06-16,Delivered
1250,42,2023-01-11,Cancelled
1251,24,2024-08-12,Shipped
1252,165,2023-12-21,Shipped
1253,61,2024-09-09,Pending
1254,74,2023-09-17,Pending
1255,160,2023-03-06,Pending
1256,92,2023-01-22,Cancelled
1257,23,2023-12-09,Cancelled
1258,85,2024-09-13,Cancelled
1259,66,2024-04-03,Shipped
1260,153,2024-12-04,Cancelled
1261,113,2023-10-19,Shipped
1262,107,2024-12-24,Delivered
1263,157,2023-10-27,Shipped
1264,156,2023-07-13,Shipped
1265,38,2023-03-16,Shipped
1266,13,2023-06-28,Delivered
1267,176,2024-03-09,Shipped
1268,175,2023-10-17,Cancelled
1269,15,2024-07-21,Cancelled
1270,17,2024-03-12,Delivered
1271,77,2023-08-26,Delivered
1272,110,2023-11-01,Cancelled
1273,12,2024-10-02,Delivered
1274,91,2024-04-28,Shipped
1275,148,2023-06-08,Shipped
1276,14,2023-09-01,Delivered
1277,16,2024-10-07,Shipped
1278,11,2024-02-26,Cancelled
1279,172,2024-08-04,Cancelled
1280,24,2023-06-17,Delivered
1281,123,2023-06-12,Shipped
1282,114,2023-05-07,Delivered
1283,11,2024-09-02,Pending
1284,128,2023-07-08,Cancelled
1285,25,2024-02-23,Shipped
1286,61,2024-03-18,Delivered
1287,130,2024-07-23,Cancelled
1288,141,2024-04-18,Delivered
1289,101,2024-08-05,Delivered
1290,75,2024-04-27,Shipped
1291,35,2023-01-14,Delivered
1292,10,2024-11-17,Shipped
1293,87,2024-11-20,Shipped
1294,97,2024-05-15,Cancelled
1295,138,2024-04-06,Shipped
1296,110,2023-02-09,Cancelled
1297,181,2024-01-02,Cancelled
1298,177,2024-10-20,Delivered
1299,99,2023-07-09,Shipped
1300,180,2024-12-16,Shipped
1301,58,2024-07-18,Delivered
1302,76,2023-07-21,Delivered
1303,108,2023-03-10,Cancelled
1304,114,2023-09-01,Delivered
1305,135,2024-08-07,Delivered
1306,3,2024-03-02,Shipped
1307,72,2024-07-25,Shipped
1308,37,2024-11-10,Shipped
1309,104,2023-06-02,Delivered
1310,107,2023-04-01,Shipped
1311,162,2023-01-12,Shipped
1312,158,2024-01-23,Shipped
1314,65,2024-10-06,Cancelled
1315,41,2024-05-27,Cancelled
1316,64,2024-10-08,Cancelled
1317,41,2024-07-21,Shipped
1318,141,2023-08-07,Cancelled
1319,137,2023-04-20,Delivered
1320,163,2023-06-26,Shipped
1321,85,2024-12-08,Delivered
1322,118,2024-11-19,Cancelled
1323,174,2024-09-20,Pending
1324,3,2023-10-18,Delivered
1325,77,2024-09-05,Delivered
1326,15,2024-01-15,Shipped
1327,178,2023-10-13,Pending
1328,166,2024-01-24,Shipped
1329,133,2024-11-25,Delivered
1330,111,2024-01-22,Shipped
1331,86,2023-08-19,Delivered
1332,148,2023-08-13,Delivered
1333,93,2024-11-14,Pending
1334,159,2024-10-27,Cancelled
1335,8,2023-02-24,Shipped
1336,48,2024-08-01,Delivered
1337,33,2023-07-19,Shipped
1338,148,2023-11-01,Delivered
1339,35,2023-04-13,Cancelled
1340,62,2024-01-08,Cancelled
1341,167,2024-04-17,Delivered
1342,73,2023-06-13,Cancelled
1343,118,2024-10-05,Pending
1344,159,2023-05-23,Shipped
1345,162,2023-06-27,Pending
1346,113,2023-04-04,Shipped
1347,108,2023-04-22,Shipped
1349,25,2024-07-16,Shipped
1350,48,2023-04-03,Cancelled
1351,178,2024-12-11,Shipped
1352,6,2023-09-13,Delivered
1353,168,2023-10-02,Cancelled
1354,174,2024-07-11,Shipped
1355,8,2023-12-21,Shipped
1356,35,2024-07-18,Shipped
1357,18,2024-12-02,Delivered
1358,168,2024-04-01,Cancelled
1359,66,2024-10-22,Cancelled
1360,66,2023-01-06,Pending
1361,1,2023-02-02,Shipped
1362,78,2024-12-19,Shipped
1363,64,2023-08-05,Pending
1364,148,2023-10-24,Delivered
1365,33,2024-10-19,Cancelled
1366,92,2024-02-01,Delivered
1367,113,2023-01-21,Delivered
1368,38,2024-11-11,Shipped
1369,59,2024-11-05,Cancelled
1370,125,2024-10-24,Delivered
1371,14,2023-06-13,Shipped
1372,90,2024-07-03,Pending
1373,146,2023-06-26,Shipped
1375,157,2024-08-24,Shipped
1376,98,2023-08-13,Delivered
1377,58,2024-02-17,Delivered
1378,8,2023-08-22,Shipped
1379,126,2024-09-12,Shipped
1380,44,2024-10-11,Shipped
1381,75,2023-07-13,Pending
1382,102,2024-02-27,Cancelled
1383,119,2024-10-09,Shipped
1384,103,2024-08-04,Cancelled
1385,32,2023-07-27,Shipped
1386,136,2024-09-06,Shipped
1387,145,2023-03-22,Shipped
1388,158,2023-07-03,Pending
1389,30,2024-11-05,Cancelled
1390,121,2024-07-23,Shipped
1391,138,2024-01-23,Delivered
1392,137,2024-07-13,Shipped
1393,28,2023-11-05,Shipped
1394,82,2024-03-21,Cancelled
1395,52,2024-04-06,Cancelled
1396,25,2024-01-19,Shipped
1397,163,2023-09-03,Cancelled
1398,102,2023-06-18,Cancelled
1399,5,2024-03-02,Shipped
1400,44,2023-08-03,Delivered
1401,143,2023-10-24,Pending
1402,137,2023-06-03,Cancelled
1403,28,2024-10-24,Delivered
1404,107,2023-08-24,Cancelled
1405,109,2023-11-11,Pending
1406,89,2024-02-09,Delivered
1407,19,2023-09-01,Shipped
1408,150,2023-05-07,Shipped
1409,146,2024-10-05,Shipped
1410,119,2024-07-23,Shipped
1411,120,2024-05-27,Cancelled
1412,8,2024-02-05,Shipped
1413,139,2024-08-01,Shipped
1414,108,2024-09-23,Cancelled
1415,106,2024-12-27,Pending
1417,7,2024-02-27,Delivered
1418,28,2024-02-21,Shipped
1419,114,2023-12-19,Cancelled
1420,90,2023-01-11,Shipped
1421,159,2023-12-19,Shipped
1422,171,2023-12-21,Shipped
1423,37,2024-02-04,Shipped
1424,24,2023-06-27,Shipped
1425,154,2023-08-08,Shipped
1426,4,2023-01-01,Delivered
1427,46,2024-11-09,Delivered
1428,81,2024-11-27,Cancelled
1429,153,2023-08-25,Shipped
1430,150,2023-11-02,Delivered
1431,160,2023-09-06,Cancelled
1432,151,2024-04-24,Shipped
1433,113,2024-08-19,Cancelled
1434,156,2023-08-24,Delivered
1435,51,2024-02-28,Cancelled
1436,100,2024-02-14,Cancelled
1437,116,2023-07-19,Shipped
1438,129,2024-09-13,Cancelled
1439,48,2023-06-10,Shipped
1440,144,2023-08-25,Shipped
1441,34,2023-12-11,Cancelled
1442,57,2023-10-11,Shipped
1443,164,2023-11-18,Shipped
1444,96,2024-06-12,Delivered
1445,173,2024-12-18,Pending
1446,12,2024-07-06,Shipped
1447,49,2023-05-14,Pending
1448,155,2024-04-27,Pending
1449,82,2023-05-19,Shipped
1450,3,2023-05-15,Delivered
1451,39,2024-02-02,Cancelled
1453,54,2024-03-12,Delivered
1454,43,2024-01-24,Cancelled
1455,44,2024-12-04,Shipped
1456,149,2024-06-03,Delivered
1457,165,2023-11-22,Delivered
1458,56,2024-12-28,Cancelled
1459,32,2024-12-15,Delivered
1460,52,2024-03-07,Pending
1461,4,2024-07-06,Delivered
1462,41,2024-08-18,Shipped
1463,95,2024-07-06,Shipped
1464,106,2024-05-21,Pending
1465,33,2023-06-15,Shipped
1466,2,2023-09-21,Shipped
1467,107,2024-05-22,Pending
1469,98,2023-06-06,Shipped
1470,54,2023-08-03,Shipped
1471,35,2023-12-10,Delivered
1472,166,2024-03-03,Shipped
1473,170,2023-11-17,Shipped
1474,55,2023-10-07,Pending
1475,165,2023-09-25,Shipped
1476,140,2023-09-01,Cancelled
1477,65,2023-07-14,Cancelled
1478,104,2024-06-23,Shipped
1479,181,2024-04-18,Cancelled
1480,46,2023-11-16,Cancelled
1481,153,2023-12-06,Delivered
1482,179,2024-05-25,Pending
1483,179,2023-08-04,Cancelled
1484,180,2023-08-22,Cancelled
1485,55,2024-11-25,Delivered
1486,38,2023-01-14,Cancelled
1487,144,2024-12-06,Shipped
1488,161,2023-09-28,Cancelled
1489,4,2023-01-01,Pending
1490,149,2024-07-12,Pending
1492,151,2024-05-04,Shipped
1493,68,2024-01-23,Pending
1494,44,2024-06-16,Delivered
1495,43,2024-05-02,Delivered
1496,61,2024-02-19,Delivered
1497,55,2024-04-14,Cancelled
1498,171,2024-04-22,Cancelled
1499,120,2023-03-08,Cancelled
1500,12,2023-05-21,Delivered
1501,19,2024-08-18,Shipped
1502,73,2023-12-16,Shipped
1503,131,2023-12-27,Shipped
1504,153,2023-02-08,Pending
1505,151,2024-03-07,Cancelled
1506,22,2024-09-14,Delivered
1507,35,2023-11-20,Delivered
1508,112,2023-08-13,Delivered
1509,151,2024-11-11,Delivered
1510,22,2023-02-27,Shipped
1511,110,2023-01-21,Shipped
1512,90,2023-03-08,Pending
1513,180,2024-04-03,Shipped
1514,44,2023-02-15,Shipped
1515,94,2023-03-19,Cancelled
1516,84,2024-04-28,Cancelled
1517,121,2024-07-06,Shipped
1518,164,2024-02-01,Pending
1519,20,2023-02-04,Pending
1520,14,2024-05-17,Cancelled
1521,54,2024-03-17,Cancelled
1522,140,2023-06-02,Delivered
1523,181,2024-07-06,Shipped
1524,36,2023-01-08,Cancelled
1525,109,2024-06-23,Cancelled
1526,49,2023-05-06,Delivered
1527,134,2024-04-25,Pending
1528,17,2023-06-05,Cancelled
1529,156,2024-01-21,Shipped
1530,117,2024-09-20,Cancelled
1531,136,2024-07-25,Shipped
1532,170,2024-11-04,Cancelled
1533,108,2024-07-26,Cancelled
1534,63,2023-08-17,Cancelled
1535,80,2024-04-17,Shipped
1536,63,2024-02-15,Delivered
1537,171,2023-07-02,Delivered
1538,102,2023-03-07,Delivered
1539,152,2024-01-06,Cancelled
1541,13,2024-12-22,Shipped
1542,161,2023-08-21,Cancelled
1543,10,2024-03-16,Shipped
1544,137,2023-08-19,Delivered
1545,83,2024-07-28,Shipped
1546,145,2023-12-02,Pending
1547,47,2024-10-21,Cancelled
1548,19,2024-09-08,Shipped
1549,76,2024-10-07,Cancelled
1550,127,2023-05-08,Shipped
1551,24,2023-06-14,Shipped
1552,123,2023-12-28,Cancelled
1553,161,2023-09-04,Delivered
1554,67,2024-03-21,Shipped
1555,105,2023-05-17,Delivered
1556,35,2024-04-05,Cancelled
1557,98,2023-03-25,Shipped
1558,107,2023-11-21,Delivered
1559,137,2024-01-27,Cancelled
1560,21,2023-11-13,Shipped
1561,138,2024-02-17,Shipped
1562,60,2023-12-14,Pending
1563,104,2023-10-24,Pending
1564,61,2023-05-10,Delivered
1565,19,2024-12-14,Shipped
1566,46,2024-11-17,Delivered
1567,65,2023-03-17,Cancelled
1568,140,2023-01-24,Shipped
1569,153,2023-09-05,Delivered
1570,82,2024-01-10,Shipped
1571,104,2024-07-16,Pending
1572,127,2023-11-15,Shipped
1573,175,2024-09-02,Shipped
1574,44,2023-04-20,Cancelled
1576,18,2024-04-08,Pending
1577,155,2024-01-28,Delivered
1578,60,2023-05-25,Delivered
1579,120,2024-12-02,Shipped
1580,93,2023-04-08,Cancelled
1581,97,2024-08-01,Shipped
1582,84,2024-10-14,Delivered
1583,60,2024-01-01,Shipped
1584,157,2023-06-27,Shipped
1585,106,2024-03-24,Delivered
1586,97,2024-05-08,Delivered
1587,171,2023-01-01,Cancelled
1588,89,2024-11-04,Pending
1589,148,2023-04-15,Shipped
1590,29,2024-04-16,Delivered
1591,127,2024-02-28,Shipped
1592,111,2023-10-05,Delivered
1593,124,2024-12-22,Shipped
1594,89,2024-05-04,Pending
1595,27,2024-06-01,Pending
1596,149,2023-04-07,Delivered
1597,73,2023-05-08,Delivered
1598,125,2024-02-21,Shipped
1599,4,2024-08-02,Shipped
1600,83,2024-10-25,Shipped
1601,116,2023-11-22,Pending
1602,48,2024-11-17,Cancelled
1603,62,2024-03-10,Delivered
1604,49,2023-05-12,Shipped
1605,54,2023-04-21,Pending
1606,51,2024-10-10,Shipped
1607,6,2024-12-08,Delivered
1609,5,2023-03-27,Shipped
1610,96,2024-11-19,Shipped
1612,53,2023-03-07,Delivered
1613,24,2024-04-10,Pending
1614,134,2023-03-05,Cancelled
1615,116,2023-09-10,Delivered
1616,138,2024-12-03,Shipped
1617,47,2024-03-11,Cancelled
1618,112,2023-04-15,Delivered
1619,44,2023-03-25,Cancelled
1620,6,2024-08-15,Pending
1621,64,2023-05-21,Shipped
1622,21,2023-02-04,Shipped
1623,84,2023-04-23,Shipped
1624,167,2023-11-17,Delivered
1625,46,2023-06-26,Delivered
1626,105,2023-06-05,Shipped
1627,14,2024-11-25,Pending
1628,31,2024-07-07,Cancelled
1629,42,2023-02-22,Cancelled
1630,28,2023-11-17,Shipped
1632,103,2024-03-18,Shipped
1633,121,2024-12-22,Delivered
1634,150,2023-03-15,Delivered
1635,22,2024-05-21,Delivered
1636,91,2023-08-13,Cancelled
1637,162,2023-12-24,Cancelled
1638,70,2024-08-06,Shipped
1639,51,2023-12-13,Shipped
1640,180,2023-02-03,Shipped
1642,79,2024-05-04,Shipped
1643,177,2023-04-23,Cancelled
1644,124,2023-08-02,Cancelled
1645,3,2023-07-01,Delivered
1646,37,2023-07-17,Pending
1647,45,2023-04-07,Pending
1648,15,2024-04-03,Shipped
1649,55,2024-05-04,Shipped
1650,166,2024-01-20,Delivered
1651,48,2024-04-24,Shipped
1652,100,2023-11-02,Pending
1653,6,2024-04-28,Delivered
1654,1,2023-03-15,Cancelled
1655,36,2023-03-19,Shipped
1656,107,2023-03-20,Delivered
1657,8,2023-07-13,Cancelled
1658,170,2023-07-28,Shipped
1659,64,2024-07-18,Pending
1660,122,2024-08-13,Pending
1661,74,2023-07-19,Cancelled
1662,32,2024-11-13,Delivered
1663,35,2023-10-15,Delivered
1664,79,2023-07-23,Cancelled
1665,51,2023-12-14,Pending
1666,45,2024-03-27,Shipped
1667,134,2023-03-12,Delivered
1668,161,2023-04-02,Delivered
1669,65,2023-02-10,Shipped
