order_item_id,order_id,product_id,quantity,unit_price
152,1378,10,1,24
153,1048,10,2,24
154,1039,6,1,15.75
155,1619,8,3,9.5
156,1288,4,2,8.99
157,1666,7,4,249
158,1625,10,5,24
159,1617,3,3,22.3
160,1163,4,3,8.99
161,1240,1,1,6.49
162,1113,10,2,24
163,1086,3,5,22.3
164,1105,3,2,22.3
165,1383,5,2,129.99
166,1255,1,2,6.49
167,1365,3,5,22.3
168,1182,10,4,24
169,1320,5,1,129.99
170,1651,10,1,24
171,1285,6,4,15.75
172,1130,4,5,8.99
173,1604,8,4,9.5
174,1198,8,5,9.5
175,1516,5,1,129.99
176,1446,10,4,24
177,1385,4,5,8.99
178,1665,10,5,24
179,1215,9,1,19.99
180,1127,9,3,19.99
181,1167,6,5,15.75
182,1460,7,4,249
183,1612,10,2,24
184,1064,3,1,22.3
185,1134,8,5,9.5
186,1439,7,4,249
187,1605,9,4,19.99
188,1281,9,5,19.99
189,1455,1,2,6.49
190,1606,5,5,129.99
191,1649,4,4,8.99
192,1338,4,3,8.99
193,1319,4,3,8.99
194,1223,4,1,8.99
195,1489,4,3,8.99
196,1458,9,3,19.99
197,1442,3,5,22.3
198,1252,8,5,9.5
199,1377,9,3,19.99
200,1369,1,4,6.49
201,1583,8,2,9.5
202,1355,5,1,129.99
203,1122,9,2,19.99
204,1621,9,2,19.99
205,1336,6,1,15.75
206,1225,3,4,22.3
207,1564,4,5,8.99
208,1322,8,5,9.5
209,1372,7,3,249
210,1603,10,2,24
211,1141,10,1,24
212,1174,8,1,9.5
213,1536,9,5,19.99
214,1235,10,2,24
215,1129,8,1,9.5
216,1176,8,2,9.5
217,1469,10,3,24
218,1006,4,4,8.99
219,1350,10,4,24
220,1659,5,3,129.99
221,1181,6,3,15.75
222,1669,1,5,6.49
223,1360,10,5,24
224,1554,7,4,249
225,1238,3,3,22.3
226,1614,4,4,8.99
227,1493,2,5,45
228,1209,10,4,24
229,1440,4,5,8.99
230,1578,8,3,9.5
231,1093,8,2,9.5
232,1407,3,3,22.3
233,1087,10,5,24
234,1290,2,1,45
235,1249,10,5,24
236,1057,2,5,45
237,1165,6,3,15.75
238,1183,9,3,19.99
239,1393,6,4,15.75
240,1638,9,1,19.99
241,1259,3,2,22.3
242,1145,5,1,129.99
243,1364,10,5,24
244,1478,5,1,129.99
245,1020,4,4,8.99
246,1327,10,3,24
247,1307,2,1,45
248,1236,6,3,15.75
249,1597,5,4,129.99
250,1661,9,4,19.99
251,1381,9,4,19.99
252,1007,9,4,19.99
253,1118,1,4,6.49
254,1380,10,2,24
255,1197,8,3,9.5
256,1561,3,5,22.3
257,1177,10,3,24
258,1074,9,2,19.99
259,1412,4,4,8.99
260,1108,6,5,15.75
261,1549,2,3,45
262,1325,9,1,19.99
263,1406,10,3,24
264,1362,7,5,249
265,1171,9,3,19.99
266,1098,9,4,19.99
267,1664,9,1,19.99
268,1639,1,4,6.49
269,1030,9,1,19.99
270,1261,9,2,19.99
271,1502,10,3,24
272,1535,10,2,24
273,1520,4,5,8.99
274,1342,3,3,22.3
275,1268,10,2,24
276,1010,7,2,249
277,1448,10,2,24
278,1060,5,2,129.99
279,1157,6,5,15.75
280,1428,4,2,8.99
281,1570,9,2,19.99
282,1253,4,4,8.99
283,1600,10,4,24
284,1623,6,3,15.75
285,1537,9,4,19.99
286,1382,3,1,22.3
287,1148,9,2,19.99
288,1162,9,3,19.99
289,1321,10,5,24
290,1331,8,2,9.5
291,1505,2,2,45
292,1026,1,3,6.49
293,1293,8,2,9.5
294,1190,10,3,24
295,1315,8,1,9.5
296,1211,7,1,249
297,1328,7,5,249
298,1302,2,2,45
299,1562,4,3,8.99
300,1124,2,1,45
301,1155,2,2,45
302,1265,1,4,6.49
303,1195,4,5,8.99
304,1521,9,5,19.99
305,1594,9,3,19.99
306,1512,6,5,15.75
307,1139,5,5,129.99
308,1453,7,1,249
309,1636,2,2,45
310,1196,8,2,9.5
311,1330,8,3,9.5
312,1337,3,4,22.3
313,1059,1,1,6.49
314,1189,2,5,45
315,1166,6,3,15.75
316,1052,2,4,45
317,1154,5,2,129.99
318,1498,1,5,6.49
319,1082,9,5,19.99
320,1414,8,3,9.5
321,1202,7,1,249
322,1314,3,3,22.3
323,1117,1,1,6.49
324,1156,2,3,45
325,1213,1,4,6.49
326,1366,7,3,249
327,1470,4,5,8.99
328,1051,10,1,24
329,1506,3,3,22.3
330,1580,10,4,24
331,1256,9,3,19.99
332,1532,7,3,249
333,1513,10,2,24
334,1186,10,1,24
335,1515,10,2,24
336,1444,1,4,6.49
337,1368,3,3,22.3
338,1415,3,2,22.3
339,1140,10,1,24
340,1463,1,4,6.49
341,1610,8,3,9.5
342,1084,1,1,6.49
343,1586,1,3,6.49
344,1250,6,3,15.75
345,1526,9,3,19.99
346,1488,4,4,8.99
347,1557,1,3,6.49
348,1276,1,4,6.49
349,1299,9,4,19.99
350,1180,4,4,8.99
351,1291,6,5,15.75
352,1652,10,2,24
353,1199,9,3,19.99
354,1392,4,4,8.99
355,1083,10,4,24
356,1602,4,1,8.99
357,1097,6,1,15.75
358,1289,5,1,129.99
359,1384,5,4,129.99
360,1233,2,1,45
361,1538,5,5,129.99
362,1207,10,3,24
363,1002,1,5,6.49
364,1100,1,1,6.49
365,1632,2,4,45
366,1571,3,3,22.3
367,1243,9,3,19.99
368,1626,10,4,24
369,1300,6,3,15.75
370,1492,1,3,6.49
371,1061,3,4,22.3
372,1464,4,3,8.99
373,1346,10,4,24
374,1585,10,1,24
375,1070,3,2,22.3
376,1656,7,2,249
377,1533,4,5,8.99
378,1091,9,2,19.99
379,1457,10,1,24
380,1103,6,3,15.75
381,1178,7,5,249
382,1525,9,4,19.99
383,1593,7,3,249
384,1116,9,5,19.99
385,1005,5,5,129.99
386,1511,7,3,249
387,1592,1,5,6.49
388,1017,1,3,6.49
389,1618,4,1,8.99
390,1263,8,2,9.5
391,1088,6,5,15.75
392,1153,2,4,45
393,1433,10,4,24
394,1419,8,1,9.5
395,1443,9,3,19.99
396,1046,7,1,249
397,1449,4,5,8.99
398,1018,5,3,129.99
399,1152,9,1,19.99
400,1615,1,2,6.49
401,1427,7,2,249
402,1034,2,4,45
403,1530,10,3,24
404,1522,2,2,45
405,1241,3,1,22.3
406,1347,4,5,8.99
407,1582,9,2,19.99
408,1430,5,4,129.99
409,1160,9,5,19.99
410,1239,3,1,22.3
411,1035,8,3,9.5
412,1343,1,2,6.49
413,1104,6,1,15.75
414,1376,1,2,6.49
415,1352,10,5,24
416,1037,5,4,129.99
417,1169,6,5,15.75
418,1316,7,2,249
419,1435,4,1,8.99
420,1063,3,4,22.3
421,1410,1,1,6.49
422,1040,10,5,24
423,1125,7,3,249
424,1579,4,3,8.99
425,1633,8,2,9.5
426,1055,4,1,8.99
427,1574,1,3,6.49
428,1660,10,1,24
429,1552,6,1,15.75
430,1216,5,4,129.99
431,1644,1,1,6.49
432,1058,10,4,24
433,1560,4,5,8.99
434,1212,2,2,45
435,1345,6,1,15.75
436,1203,9,1,19.99
437,1490,1,3,6.49
438,1135,10,1,24
439,1095,6,5,15.75
440,1175,1,4,6.49
441,1013,4,4,8.99
442,1390,1,3,6.49
443,1395,3,4,22.3
444,1563,9,1,19.99
445,1004,2,1,45
446,1598,3,2,22.3
447,1379,3,5,22.3
448,1591,10,1,24
449,1422,5,5,129.99
450,1019,6,3,15.75
451,1284,10,4,24
452,1014,6,3,15.75
453,1471,8,4,9.5
454,1357,8,2,9.5
455,1398,9,5,19.99
456,1260,1,2,6.49
457,1096,5,3,129.99
458,1494,9,4,19.99
459,1065,2,3,45
460,1133,3,3,22.3
461,1581,5,5,129.99
462,1438,7,5,249
463,1049,6,2,15.75
464,1356,9,5,19.99
465,1287,8,4,9.5
466,1123,9,3,19.99
467,1434,8,4,9.5
468,1078,10,4,24
469,1642,8,1,9.5
470,1503,2,3,45
471,1461,9,1,19.99
472,1258,3,3,22.3
473,1272,4,1,8.99
474,1542,9,2,19.99
475,1158,2,3,45
476,1269,2,3,45
477,1329,2,1,45
478,1092,4,3,8.99
479,1558,2,1,45
480,1262,10,2,24
481,1408,5,1,129.99
482,1200,4,3,8.99
483,1667,2,3,45
484,1301,10,1,24
485,1363,9,4,19.99
486,1305,10,1,24
487,1270,2,2,45
488,1531,9,1,19.99
489,1559,3,3,22.3
490,1467,3,3,22.3
491,1282,5,2,129.99
492,1220,7,3,249
493,1090,8,4,9.5
494,1264,4,5,8.99
495,1616,3,5,22.3
496,1168,9,3,19.99
497,1303,2,2,45
498,1359,4,4,8.99
499,1349,4,4,8.99
500,1008,8,4,9.5
501,1146,9,5,19.99
502,1077,10,2,24
503,1481,8,4,9.5
504,1173,2,3,45
505,1128,8,4,9.5
506,1274,1,4,6.49
507,1413,9,1,19.99
508,1426,8,1,9.5
509,1555,9,2,19.99
510,1568,9,2,19.99
511,1335,1,3,6.49
512,1068,5,5,129.99
513,1042,6,5,15.75
514,1101,2,3,45
515,1318,8,1,9.5
516,1112,2,4,45
517,1588,1,1,6.49
518,1229,10,3,24
519,1121,4,2,8.99
520,1334,9,3,19.99
521,1401,10,1,24
522,1367,9,3,19.99
523,1501,9,2,19.99
524,1487,9,1,19.99
525,1067,8,3,9.5
526,1546,7,5,249
527,1023,1,4,6.49
528,1409,4,1,8.99
529,1032,1,5,6.49
530,1120,7,3,249
531,1094,9,3,19.99
532,1524,5,1,129.99
533,1248,9,3,19.99
534,1567,7,4,249
535,1114,3,1,22.3
536,1159,4,2,8.99
537,1015,1,2,6.49
538,1429,3,1,22.3
539,1188,7,3,249
540,1589,9,1,19.99
541,1142,9,4,19.99
542,1596,7,2,249
543,1400,9,3,19.99
544,1387,2,4,45
545,1075,7,4,249
546,1111,5,5,129.99
547,1297,5,2,129.99
548,1323,3,4,22.3
549,1271,7,2,249
550,1245,3,3,22.3
551,1132,2,3,45
552,1553,9,5,19.99
553,1634,5,3,129.99
554,1232,6,5,15.75
555,1509,10,2,24
556,1119,2,5,45
557,1539,9,1,19.99
558,1569,6,5,15.75
559,1601,4,5,8.99
560,1425,2,2,45
561,1218,7,1,249
562,1459,10,4,24
563,1577,6,4,15.75
564,1477,1,1,6.49
565,1529,1,3,6.49
566,1333,1,5,6.49
567,1073,9,4,19.99
568,1584,10,5,24
569,1388,9,4,19.99
570,1421,1,5,6.49
571,1228,10,4,24
572,1109,4,5,8.99
573,1298,3,4,22.3
574,1431,5,1,129.99
575,1219,1,4,6.49
576,1341,1,3,6.49
577,1230,1,5,6.49
578,1311,5,1,129.99
579,1231,6,5,15.75
580,1278,3,1,22.3
581,1545,6,1,15.75
582,1185,9,1,19.99
583,1254,7,1,249
584,1668,5,5,129.99
585,1418,1,2,6.49
586,1496,9,5,19.99
587,1447,5,2,129.99
588,1637,10,5,24
589,1047,6,5,15.75
590,1499,3,2,22.3
591,1115,5,1,129.99
592,1510,5,4,129.99
593,1397,8,5,9.5
594,1518,5,2,129.99
595,1544,5,1,129.99
596,1475,4,3,8.99
597,1534,6,4,15.75
598,1214,5,1,129.99
599,1650,6,4,15.75
600,1072,10,2,24
601,1624,2,4,45
602,1031,9,3,19.99
603,1551,8,2,9.5
604,1358,1,2,6.49
605,1205,7,5,249
606,1326,9,3,19.99
607,1550,5,1,129.99
608,1480,1,3,6.49
609,1296,9,1,19.99
610,1201,6,4,15.75
611,1099,5,5,129.99
612,1025,10,4,24
613,1144,10,5,24
614,1275,10,5,24
615,1658,8,4,9.5
616,1029,8,3,9.5
617,1587,7,2,249
618,1279,6,4,15.75
619,1445,5,5,129.99
620,1354,4,5,8.99
621,1386,4,4,8.99
622,1317,8,5,9.5
623,1339,9,1,19.99
624,1573,2,2,45
625,1309,10,4,24
626,1024,9,1,19.99
627,1137,7,1,249
628,1267,6,5,15.75
629,1405,9,3,19.99
630,1607,5,2,129.99
631,1066,3,2,22.3
632,1394,1,4,6.49
633,1643,8,4,9.5
634,1351,2,4,45
635,1308,3,2,22.3
636,1194,7,3,249
637,1224,4,4,8.99
638,1483,5,5,129.99
639,1106,2,4,45
640,1420,5,5,129.99
641,1479,5,5,129.99
642,1071,1,4,6.49
643,1102,4,5,8.99
644,1566,10,4,24
645,1041,2,5,45
646,1640,6,4,15.75
647,1242,3,1,22.3
648,1056,8,4,9.5
649,1523,10,1,24
650,1548,5,3,129.99
